sample_id,mask_type,path,exists,shape,unique_values,is_strict_binary,foreground_pixels,components,component_areas,small_components,holes,bbox_fill_ratio,edge_density,boundary_density,repair_actions,repair_changed_pixels
S_24.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_24.jpg,True,"(1019, 376)","{0: 324328, 1: 1915, 2: 1227, 3: 517, 4: 223, 5: 110, 6: 18, 7: 6, 248: 9, 249: 15, 250: 86, 251: 195, 252: 545, 253: 1019, 254: 1711, 255: 51220}",False,58816,204,"[3, 57995, 1, 1, 7, 3, 1, 1, 2, 1, 2, 2, 2, 6, 1, 2, 1, 59, 2, 1, 1, 2, 8, 1, 11, 2, 1, 7, 3, 1, 7, 10, 1, 4, 4, 3, 1, 1, 2, 1, 2, 2, 3, 7, 4, 1, 1, 6, 1, 1, 2, 3, 3, 5, 1, 10, 1, 3, 4, 1, 1, 2, 1, 1, 13, 104, 1, 2, 1, 2, 2, 1, 1, 1, 1, 3, 1, 4, 2, 3, 2, 4, 4, 1, 1, 1, 3, 8, 1, 8, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 6, 3, 2, 1, 5, 1, 3, 4, 1, 1, 2, 1, 1, 1, 7, 2, 4, 2, 1, 1, 3, 109, 5, 3, 1, 11, 4, 1, 6, 4, 1, 1, 1, 1, 4, 7, 1, 3, 1, 7, 2, 1, 1, 1, 4, 1, 2, 2, 1, 2, 1, 1, 4, 1, 1, 1, 7, 12, 5, 1, 4, 1, 1, 1, 1, 1, 2, 7, 11, 1, 1, 1, 3, 2, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 4, 1, 1, 7, 2, 7, 3, 1, 4, 3, 7, 7, 7, 1, 1, 1, 1, 10, 1, 1]",200,40,0.31216032608695654,0.012668866013822479,0.04033209446056835,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",4027
S_25.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_25.jpg,True,"(939, 374)","{0: 319346, 1: 1562, 2: 925, 3: 450, 4: 179, 5: 67, 6: 13, 7: 4, 246: 1, 248: 10, 249: 12, 250: 61, 251: 198, 252: 464, 253: 937, 254: 1486, 255: 25471}",False,31840,142,"[4, 31376, 3, 1, 2, 2, 1, 1, 7, 1, 2, 5, 1, 2, 6, 11, 7, 7, 7, 8, 1, 2, 1, 9, 2, 4, 1, 1, 19, 1, 2, 1, 1, 1, 6, 9, 2, 1, 14, 1, 3, 4, 2, 1, 7, 10, 7, 1, 2, 6, 5, 3, 1, 1, 8, 20, 1, 1, 2, 2, 1, 1, 4, 5, 2, 4, 2, 1, 1, 2, 1, 1, 1, 5, 1, 3, 4, 1, 1, 6, 1, 1, 1, 3, 4, 2, 1, 2, 3, 1, 1, 2, 10, 6, 3, 1, 1, 1, 5, 7, 3, 7, 1, 1, 1, 3, 1, 2, 15, 7, 5, 7, 1, 3, 1, 1, 2, 7, 1, 1, 4, 1, 2, 4, 3, 1, 1, 4, 5, 1, 1, 1, 1, 4, 4, 2, 1, 1, 2, 1, 1, 2]",140,29,0.2961309523809524,0.010999869015279653,0.03525766972487514,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",3201
S_26.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_26.jpg,True,"(816, 209)","{0: 137188, 1: 1571, 2: 1022, 3: 441, 4: 198, 5: 79, 6: 21, 7: 5, 247: 1, 248: 3, 249: 15, 250: 65, 251: 179, 252: 420, 253: 906, 254: 1418, 255: 27012}",False,33356,168,"[27, 1, 1, 5, 2, 32877, 2, 1, 1, 1, 1, 1, 1, 1, 6, 3, 6, 21, 1, 3, 1, 7, 1, 1, 1, 12, 7, 8, 1, 4, 1, 2, 2, 1, 2, 1, 1, 1, 1, 4, 2, 5, 3, 1, 4, 1, 2, 4, 15, 1, 1, 1, 1, 1, 1, 2, 1, 9, 1, 2, 1, 6, 5, 1, 1, 1, 1, 2, 4, 1, 5, 7, 5, 2, 1, 1, 1, 1, 1, 1, 2, 4, 2, 2, 2, 1, 1, 1, 1, 1, 10, 4, 1, 1, 1, 1, 4, 5, 1, 1, 1, 2, 7, 6, 4, 11, 1, 1, 1, 4, 7, 1, 16, 2, 3, 1, 7, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 3, 8, 2, 1, 2, 1, 3, 1, 2, 5, 1, 2, 1, 2, 2, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 4, 1, 1, 3, 12, 1, 3, 2, 1, 6, 1, 1]",165,20,0.4021508487654321,0.02331949526221972,0.07487217374988273,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",3331
S_27.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_27.jpg,True,"(960, 530)","{0: 475941, 1: 1433, 2: 881, 3: 385, 4: 183, 5: 68, 6: 17, 7: 7, 8: 1, 248: 7, 249: 11, 250: 63, 251: 164, 252: 410, 253: 836, 254: 1412, 255: 26981}",False,32859,130,"[1, 13, 32508, 2, 1, 4, 5, 3, 2, 1, 3, 1, 1, 4, 6, 4, 1, 2, 4, 1, 1, 1, 5, 34, 1, 1, 1, 1, 2, 6, 3, 1, 1, 13, 3, 3, 4, 1, 1, 1, 2, 7, 1, 5, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 4, 1, 5, 1, 1, 7, 3, 1, 1, 1, 7, 2, 14, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 2, 1, 4, 4, 1, 1, 1, 1, 1, 8, 1, 6, 2, 2, 4, 9, 1, 2, 1, 3, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 11, 1, 2, 2, 1, 7, 1, 1]",128,26,0.3241299715909091,0.007042059748427673,0.022435141509433962,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2935
S_28.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_28.jpg,True,"(719, 216)","{0: 124777, 1: 1208, 2: 674, 3: 370, 4: 132, 5: 40, 6: 10, 7: 9, 8: 1, 248: 3, 249: 10, 250: 61, 251: 156, 252: 358, 253: 772, 254: 1257, 255: 25466}",False,30527,121,"[30120, 2, 3, 5, 6, 1, 1, 1, 7, 1, 1, 6, 5, 2, 2, 3, 1, 2, 1, 1, 18, 9, 1, 1, 2, 1, 3, 3, 6, 4, 1, 1, 1, 1, 25, 1, 4, 3, 5, 8, 9, 1, 4, 1, 3, 1, 11, 2, 12, 1, 6, 5, 2, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 3, 1, 4, 4, 1, 4, 1, 2, 2, 5, 2, 2, 6, 1, 1, 1, 4, 7, 2, 2, 4, 2, 2, 1, 3, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 6, 1, 33, 1, 1, 2, 1, 4, 1, 1, 2, 1, 1, 1, 1, 8, 34]",117,14,0.32714977709190673,0.020656261268222325,0.06296682635347448,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2356
S_29.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_29.jpg,True,"(981, 469)","{0: 425671, 1: 1183, 2: 776, 3: 337, 4: 128, 5: 70, 6: 7, 7: 2, 247: 1, 248: 4, 249: 9, 250: 63, 251: 162, 252: 378, 253: 853, 254: 1319, 255: 29126}",False,34418,137,"[1, 34098, 1, 4, 1, 4, 3, 1, 1, 1, 1, 1, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 1, 7, 1, 8, 1, 1, 1, 1, 1, 2, 1, 7, 1, 2, 3, 4, 1, 1, 1, 4, 2, 3, 2, 1, 12, 7, 5, 1, 1, 1, 4, 1, 2, 1, 1, 1, 2, 3, 7, 1, 4, 1, 1, 1, 1, 7, 7, 1, 1, 3, 10, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 3, 4, 1, 2, 1, 1, 2, 1, 1, 5, 7, 1, 15, 2, 7, 8, 1, 1, 1, 2, 8, 2, 6, 3, 1, 2, 1]",136,19,0.4037396771771772,0.006946482093681874,0.021845773317771128,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2510
S_30.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_30.jpg,True,"(697, 282)","{0: 163548, 1: 1386, 2: 869, 3: 406, 4: 168, 5: 73, 6: 13, 7: 8, 8: 1, 248: 4, 249: 12, 250: 68, 251: 177, 252: 419, 253: 827, 254: 1370, 255: 27205}",False,33006,151,"[47, 1, 3, 2, 1, 1, 1, 32478, 16, 1, 1, 6, 2, 3, 2, 3, 6, 7, 2, 4, 2, 3, 12, 2, 2, 1, 1, 1, 1, 2, 1, 9, 1, 5, 1, 2, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 4, 3, 2, 4, 1, 5, 1, 1, 1, 1, 1, 1, 5, 1, 7, 4, 1, 7, 1, 1, 7, 1, 6, 14, 7, 5, 1, 4, 2, 3, 1, 8, 1, 7, 1, 3, 1, 2, 1, 4, 1, 2, 1, 1, 5, 8, 1, 1, 14, 4, 1, 2, 1, 2, 7, 1, 9, 1, 5, 9, 1, 3, 7, 3, 1, 4, 6, 2, 6, 1, 3, 1, 1, 1, 5, 7, 1, 1, 11, 1, 1, 4, 1, 5, 1, 15, 2, 8, 1, 5, 1, 1, 1, 5, 2, 13, 3, 6, 3, 1, 1, 1, 1]",149,12,0.26804508835758833,0.01785260030322456,0.05679864057714419,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2813
S_31.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_31.jpg,True,"(908, 436)","{0: 364137, 1: 1243, 2: 791, 3: 386, 4: 155, 5: 64, 6: 7, 7: 7, 247: 1, 248: 6, 249: 12, 250: 47, 251: 148, 252: 394, 253: 773, 254: 1272, 255: 26445}",False,31751,121,"[23, 31460, 1, 1, 1, 1, 1, 1, 7, 1, 1, 2, 1, 2, 15, 1, 6, 1, 2, 3, 3, 2, 6, 1, 1, 3, 4, 1, 2, 1, 1, 2, 1, 6, 5, 1, 2, 6, 1, 1, 3, 1, 3, 1, 3, 1, 1, 4, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 3, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 2, 14, 1, 4, 10, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 3, 1, 3, 1, 1, 1, 1, 2, 1, 6, 1, 1, 2, 1, 11, 1, 4, 4, 3, 2, 3, 3, 2, 1]",119,21,0.33162391377005346,0.008333164935537324,0.026222062805642,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2605
S_32.JPG,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_32.jpg,True,"(954, 559)","{0: 475306, 1: 1688, 2: 1055, 3: 528, 4: 219, 5: 66, 6: 19, 7: 4, 248: 5, 249: 25, 250: 79, 251: 223, 252: 524, 253: 1147, 254: 1862, 255: 50536}",False,57980,186,"[2, 57469, 1, 1, 1, 2, 1, 1, 1, 1, 1, 6, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 3, 41, 1, 1, 2, 5, 3, 3, 1, 1, 3, 3, 1, 1, 1, 1, 4, 1, 1, 4, 1, 1, 1, 1, 1, 2, 4, 1, 3, 1, 1, 16, 7, 1, 2, 4, 1, 6, 5, 1, 1, 1, 7, 2, 1, 3, 1, 1, 4, 12, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 15, 1, 1, 1, 1, 8, 1, 4, 1, 1, 2, 5, 6, 7, 1, 1, 1, 1, 2, 1, 1, 1, 1, 5, 1, 1, 2, 7, 1, 1, 3, 2, 2, 10, 2, 1, 1, 2, 1, 1, 4, 3, 3, 4, 2, 4, 2, 4, 1, 10, 1, 1, 2, 4, 10, 1, 1, 1, 2, 1, 1, 1, 1, 3, 4, 1, 1, 1, 2, 1, 8, 1, 1, 1, 3, 3, 1, 2, 1, 1, 1, 11, 7, 5, 1, 1, 1, 1, 1, 14, 1, 1, 1, 3, 1, 4, 5, 1, 18, 2, 1, 1, 4]",184,22,0.30167748917748916,0.009010174653000453,0.027769339528883188,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",3506
S_33.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_33.jpg,True,"(725, 239)","{0: 147365, 1: 1004, 2: 654, 3: 315, 4: 151, 5: 44, 6: 14, 7: 3, 8: 1, 247: 1, 248: 4, 249: 12, 250: 51, 251: 133, 252: 300, 253: 684, 254: 1138, 255: 21401}",False,25910,113,"[5, 1, 25583, 2, 2, 2, 1, 2, 3, 1, 2, 1, 1, 9, 7, 1, 1, 2, 3, 3, 4, 9, 17, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 12, 1, 1, 1, 1, 2, 3, 5, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 7, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 5, 1, 9, 7, 1, 3, 1, 1, 1, 2, 32, 1, 6, 1, 1, 7, 11, 1, 3, 8, 1, 2, 2, 4, 3, 20, 2, 2, 2, 4, 1, 1, 1, 1, 1, 1, 5, 1, 3, 2, 5, 2, 1, 1]",110,19,0.3855654761904762,0.016205453758476412,0.051126821526475255,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2200
S_34.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_34.jpg,True,"(1558, 523)","{0: 753410, 1: 2390, 2: 1478, 3: 721, 4: 281, 5: 118, 6: 24, 7: 3, 247: 1, 248: 6, 249: 27, 250: 78, 251: 246, 252: 596, 253: 1210, 254: 1966, 255: 52279}",False,61424,248,"[149, 1, 11, 7, 59756, 7, 2, 4, 1, 1, 1, 3, 3, 1, 1, 1, 4, 10, 9, 12, 14, 1, 28, 1, 1, 12, 2, 16, 98, 8, 4, 7, 1, 1, 1, 7, 1, 1, 58, 1, 4, 2, 1, 4, 2, 2, 2, 3, 2, 1, 5, 3, 1, 28, 77, 1, 2, 4, 7, 11, 5, 4, 2, 4, 1, 1, 1, 1, 1, 14, 1, 1, 1, 1, 8, 1, 1, 2, 1, 2, 1, 1, 4, 1, 9, 8, 1, 1, 1, 1, 1, 1, 1, 2, 7, 1, 4, 1, 3, 1, 1, 1, 1, 7, 26, 2, 1, 1, 1, 173, 1, 1, 1, 3, 3, 5, 4, 7, 1, 2, 1, 1, 3, 5, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 7, 1, 2, 3, 1, 7, 6, 5, 1, 4, 1, 100, 2, 5, 1, 1, 1, 4, 1, 4, 10, 10, 4, 1, 1, 5, 4, 1, 1, 4, 1, 4, 1, 1, 4, 3, 1, 2, 1, 4, 1, 1, 2, 1, 2, 2, 1, 1, 1, 7, 2, 7, 27, 10, 78, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 4, 1, 9, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 53, 2, 5, 1, 3, 2, 36, 28, 1, 1, 1, 3, 7, 2, 1, 1, 1, 29, 4, 1, 24, 4, 1, 1, 2, 1, 7, 7, 1, 4, 2, 2, 1, 1, 1, 1]",231,28,0.2688375350140056,0.007276328675533912,0.023386358448469258,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",4843
S_35.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_35.jpg,True,"(811, 312)","{0: 208630, 1: 1594, 2: 929, 3: 455, 4: 195, 5: 75, 6: 10, 7: 3, 248: 7, 249: 15, 250: 63, 251: 166, 252: 412, 253: 921, 254: 1418, 255: 38139}",False,44402,159,"[43905, 2, 1, 2, 6, 3, 5, 14, 5, 3, 1, 2, 2, 1, 7, 1, 1, 2, 1, 5, 1, 2, 7, 8, 1, 1, 3, 1, 21, 4, 1, 1, 7, 1, 1, 7, 1, 5, 9, 2, 1, 4, 1, 1, 1, 1, 2, 3, 1, 1, 5, 1, 2, 1, 1, 4, 1, 1, 5, 7, 15, 3, 3, 1, 8, 1, 7, 1, 4, 3, 3, 1, 3, 3, 8, 7, 10, 2, 4, 1, 1, 3, 2, 1, 2, 1, 9, 1, 4, 1, 7, 1, 4, 1, 2, 7, 1, 3, 1, 1, 4, 1, 4, 4, 1, 5, 1, 1, 2, 2, 8, 1, 4, 9, 1, 1, 1, 1, 4, 2, 4, 8, 3, 4, 1, 1, 4, 3, 3, 1, 2, 8, 4, 1, 2, 1, 1, 1, 3, 1, 1, 9, 4, 1, 1, 15, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 4, 2, 1]",157,20,0.35835808367768596,0.015160137848177305,0.04925068766005881,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",3129
S_36.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_36.jpg,True,"(942, 545)","{0: 481247, 1: 1256, 2: 766, 3: 345, 4: 142, 5: 53, 6: 13, 7: 3, 248: 5, 249: 11, 250: 57, 251: 122, 252: 322, 253: 729, 254: 1192, 255: 27127}",False,32143,137,"[31715, 7, 1, 2, 1, 3, 1, 1, 3, 1, 1, 7, 1, 9, 1, 4, 1, 1, 6, 1, 1, 1, 1, 3, 7, 7, 1, 1, 2, 2, 1, 3, 1, 2, 1, 4, 3, 3, 4, 1, 1, 1, 11, 1, 9, 1, 1, 1, 14, 1, 9, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 27, 1, 2, 1, 3, 4, 1, 2, 1, 2, 7, 1, 1, 1, 1, 4, 4, 2, 1, 1, 1, 1, 14, 1, 1, 3, 2, 1, 3, 4, 2, 1, 1, 15, 2, 2, 2, 2, 4, 3, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 4, 11, 1, 7, 4, 10, 1, 9, 7, 2, 2, 3, 4, 1, 1, 3, 4, 1, 1, 6, 7, 1, 1, 12, 14]",135,17,0.2947384829812207,0.006131790646487076,0.019445256043164067,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2461
S_37.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_37.jpg,True,"(754, 298)","{0: 189661, 1: 1381, 2: 783, 3: 414, 4: 138, 5: 59, 6: 13, 7: 6, 248: 2, 249: 16, 250: 51, 251: 129, 252: 315, 253: 721, 254: 1179, 255: 29824}",False,35031,121,"[34687, 1, 2, 1, 4, 7, 1, 3, 3, 5, 10, 1, 1, 2, 1, 1, 1, 1, 7, 19, 1, 1, 2, 1, 1, 5, 1, 3, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 7, 10, 4, 1, 4, 2, 1, 1, 7, 4, 1, 8, 1, 1, 7, 1, 23, 1, 2, 1, 8, 2, 2, 4, 4, 3, 1, 2, 1, 1, 2, 1, 2, 1, 7, 1, 1, 2, 1, 1, 7, 3, 6, 1, 2, 2, 2, 2, 1, 1, 1, 1, 3, 2, 5, 1, 1, 20, 1, 1, 1, 4, 1, 4, 1, 2, 3, 4, 1, 1, 2, 1, 1]",118,21,0.36588193516042783,0.015367703345023409,0.04854200416570238,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2841
S_38.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_38.jpg,True,"(1470, 796)","{0: 963094, 1: 3232, 2: 1926, 3: 965, 4: 373, 5: 168, 6: 33, 7: 12, 248: 9, 249: 26, 250: 134, 251: 350, 252: 923, 253: 1884, 254: 3005, 255: 193986}",False,207026,363,"[205779, 1, 1, 27, 1, 1, 2, 5, 1, 1, 4, 1, 1, 4, 1, 7, 1, 1, 13, 1, 14, 1, 1, 1, 4, 3, 1, 1, 2, 1, 3, 1, 9, 7, 2, 1, 1, 3, 1, 3, 4, 1, 1, 2, 3, 2, 3, 1, 15, 2, 2, 1, 1, 3, 1, 1, 7, 4, 1, 15, 9, 1, 1, 2, 1, 1, 1, 2, 56, 1, 1, 2, 1, 2, 3, 1, 1, 1, 3, 6, 2, 1, 1, 1, 3, 7, 11, 1, 2, 1, 11, 1, 4, 1, 7, 1, 1, 3, 3, 4, 1, 7, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 10, 1, 2, 1, 5, 7, 1, 1, 1, 1, 4, 3, 5, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 14, 1, 1, 5, 1, 1, 2, 7, 1, 1, 1, 4, 4, 11, 1, 1, 1, 2, 1, 1, 14, 1, 6, 4, 2, 3, 1, 1, 1, 8, 1, 1, 1, 7, 14, 9, 1, 2, 1, 1, 2, 1, 7, 2, 4, 1, 4, 1, 2, 1, 7, 1, 2, 3, 2, 9, 1, 1, 1, 3, 2, 4, 3, 1, 1, 1, 1, 1, 1, 2, 2, 9, 1, 6, 8, 1, 1, 1, 1, 1, 4, 15, 1, 1, 2, 1, 1, 1, 1, 2, 13, 1, 1, 2, 1, 7, 2, 1, 1, 1, 4, 4, 1, 1, 1, 1, 4, 4, 1, 1, 7, 1, 7, 1, 3, 1, 103, 2, 1, 2, 1, 1, 2, 2, 1, 3, 10, 4, 1, 2, 5, 6, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 8, 1, 7, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 7, 9, 1, 1, 1, 1, 1, 2, 1, 1, 6, 1, 1, 2, 16, 1, 1, 4, 1, 1, 1, 2, 3, 7, 4, 1, 1, 2, 3, 2, 4, 7, 1, 2, 1, 1, 3, 15, 5, 20, 1, 2, 13, 2, 36, 4, 3, 3, 3, 27, 3, 9, 2]",356,49,0.34518140589569163,0.007121491812805524,0.022654941373534337,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",6667
S_39.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_39.jpg,True,"(814, 236)","{0: 154324, 1: 1227, 2: 739, 3: 352, 4: 123, 5: 53, 6: 10, 7: 4, 8: 1, 248: 1, 249: 13, 250: 46, 251: 131, 252: 318, 253: 684, 254: 1162, 255: 32916}",False,37780,139,"[5, 2, 1, 37414, 7, 3, 1, 2, 4, 1, 1, 4, 3, 2, 1, 2, 1, 1, 3, 4, 1, 3, 1, 5, 3, 2, 15, 1, 8, 1, 1, 1, 1, 6, 5, 1, 1, 1, 1, 1, 8, 1, 2, 3, 2, 2, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 7, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 8, 3, 1, 1, 1, 1, 1, 1, 1, 1, 13, 1, 4, 3, 1, 1, 4, 3, 1, 1, 12, 1, 7, 2, 4, 1, 3, 1, 6, 1, 9, 1, 2, 3, 4, 1, 4, 1, 1, 1, 1, 4, 3, 8, 1, 3, 4, 8, 7, 1, 2, 4, 8, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 5, 2, 1, 2]",138,18,0.4145452949438202,0.01690750843293216,0.05291404655811435,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2421
S_40.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_40.jpg,True,"(997, 552)","{0: 511737, 1: 1250, 2: 660, 3: 330, 4: 158, 5: 47, 6: 8, 7: 2, 248: 4, 249: 13, 250: 50, 251: 127, 252: 333, 253: 725, 254: 1259, 255: 33641}",False,38607,142,"[38256, 3, 24, 1, 3, 2, 1, 1, 3, 1, 1, 2, 1, 2, 1, 2, 1, 2, 4, 2, 1, 3, 1, 3, 5, 1, 1, 4, 1, 2, 6, 7, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 19, 2, 1, 1, 1, 1, 9, 7, 1, 3, 4, 1, 2, 1, 3, 1, 1, 1, 1, 2, 1, 2, 2, 1, 4, 1, 21, 1, 1, 1, 1, 4, 2, 4, 3, 1, 1, 1, 4, 1, 1, 7, 6, 1, 4, 5, 2, 10, 7, 1, 1, 1, 3, 1, 1, 4, 1, 1, 4, 1, 4, 1, 1, 2, 1, 1, 2, 2, 1, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 5, 4, 2, 1, 1, 1, 1]",139,22,0.36078610944976075,0.005936287122236274,0.018235867021353918,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2395
S_41.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_41.jpg,True,"(787, 270)","{0: 184494, 1: 1077, 2: 607, 3: 278, 4: 126, 5: 50, 6: 10, 7: 2, 248: 2, 249: 14, 250: 54, 251: 105, 252: 295, 253: 587, 254: 999, 255: 23790}",False,27996,120,"[27674, 2, 2, 2, 2, 1, 6, 1, 2, 2, 4, 2, 2, 3, 1, 1, 9, 1, 15, 1, 1, 1, 1, 4, 1, 3, 2, 2, 7, 1, 4, 7, 3, 2, 1, 1, 7, 4, 1, 1, 3, 8, 1, 1, 2, 4, 3, 4, 1, 2, 1, 1, 3, 2, 1, 1, 1, 1, 4, 1, 1, 10, 10, 2, 1, 1, 8, 4, 1, 3, 1, 1, 2, 2, 1, 1, 1, 4, 5, 2, 1, 1, 4, 3, 2, 1, 2, 1, 11, 1, 1, 1, 2, 1, 1, 4, 1, 1, 4, 2, 1, 1, 4, 8, 1, 7, 2, 4, 1, 1, 1, 5, 1, 1, 3, 11, 1, 3, 1, 1]",119,13,0.29676899592944367,0.012937079391971387,0.03994540919572686,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",2015
S_42.jpg,binary,/content/drive/MyDrive/MaIA_Scoliosis_Dataset/LabelBinaryJPG/Label_S_42.jpg,True,"(1018, 419)","{0: 400834, 1: 977, 2: 535, 3: 273, 4: 106, 5: 44, 6: 10, 7: 3, 249: 12, 250: 63, 251: 130, 252: 293, 253: 598, 254: 966, 255: 21698}",False,25708,107,"[25415, 7, 5, 1, 1, 1, 1, 6, 1, 1, 11, 1, 8, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 7, 1, 1, 1, 4, 3, 1, 1, 1, 1, 1, 1, 2, 6, 2, 1, 1, 8, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 3, 1, 1, 1, 4, 4, 2, 18, 4, 2, 2, 1, 9, 4, 1, 1, 2, 7, 1, 2, 2, 1, 3, 3, 1, 4, 9, 12, 7, 1, 2, 1, 4, 1, 1, 1, 3, 3, 1, 2, 2, 3, 4, 1, 2, 1, 15, 2, 7, 2]",106,10,0.3535981514084507,0.006006442507420137,0.018849257517430874,"['removed_small_components', 'morphological_closing', 'fill_internal_holes']",1890
